title,url,source,difficulty,patterns
1585. Check If String Is Transformable With Substring Sort Operations,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations,leetcode,Hard,"Greedy,String Manipulation,Sorting Algorithms"
1586. Binary Search Tree Iterator II,https://leetcode.com/problems/binary-search-tree-iterator-ii,leetcode,Medium,Hash Table/Hash Map
1587. Bank Account Summary II,https://leetcode.com/problems/bank-account-summary-ii,leetcode,Easy,Hash Table/Hash Map
1588. Sum of All Odd Length Subarrays,https://leetcode.com/problems/sum-of-all-odd-length-subarrays,leetcode,Easy,Math and Geometry
1589. Maximum Sum Obtained of Any Permutation,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation,leetcode,Medium,"Greedy,Backtracking,Sorting Algorithms"
1590. Make Sum Divisible by P,https://leetcode.com/problems/make-sum-divisible-by-p,leetcode,Medium,Hash Table/Hash Map
1591. Strange Printer II,https://leetcode.com/problems/strange-printer-ii,leetcode,Hard,"Graph Traversal,Topological Sort,Matrix Traversal"
1592. Rearrange Spaces Between Words,https://leetcode.com/problems/rearrange-spaces-between-words,leetcode,Easy,String Manipulation
1593. Split a String Into the Max Number of Unique Substrings,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings,leetcode,Medium,"Backtracking,Hash Table/Hash Map"
1594. Maximum Non Negative Product in a Matrix,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix,leetcode,Medium,"Dynamic Programming,Matrix Traversal"
1595. Minimum Cost to Connect Two Groups of Points,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points,leetcode,Hard,"Dynamic Programming,Bit Manipulation,Matrix Traversal"
1596. The Most Frequently Ordered Products for Each Customer,https://leetcode.com/problems/the-most-frequently-ordered-products-for-each-customer,leetcode,Medium,Hash Table/Hash Map
1597. Build Binary Expression Tree From Infix Expression,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression,leetcode,Hard,Hash Table/Hash Map
1598. Crawler Log Folder,https://leetcode.com/problems/crawler-log-folder,leetcode,Easy,"Stack,String Manipulation"
1599. Maximum Profit of Operating a Centennial Wheel,https://leetcode.com/problems/maximum-profit-of-operating-a-centennial-wheel,leetcode,Medium,Two Pointers
1600. Throne Inheritance,https://leetcode.com/problems/throne-inheritance,leetcode,Medium,"Depth-First Search (DFS),Hash Table/Hash Map"
1601. Maximum Number of Achievable Transfer Requests,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests,leetcode,Hard,"Backtracking,Bit Manipulation"
1602. Find Nearest Right Node in Binary Tree,https://leetcode.com/problems/find-nearest-right-node-in-binary-tree,leetcode,Medium,Hash Table/Hash Map
1603. Design Parking System,https://leetcode.com/problems/design-parking-system,leetcode,Easy,Hash Table/Hash Map
1604. Alert Using Same Key-Card Three or More Times in a One Hour Period,https://leetcode.com/problems/alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,leetcode,Medium,"Hash Table/Hash Map,String Manipulation,Sorting Algorithms"
1605. Find Valid Matrix Given Row and Column Sums,https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums,leetcode,Medium,"Greedy,Matrix Traversal"
1606. Find Servers That Handled Most Number of Requests,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests,leetcode,Hard,"Greedy,Heap/Priority Queue,Queue"
1607. Sellers With No Sales,https://leetcode.com/problems/sellers-with-no-sales,leetcode,Easy,Hash Table/Hash Map
1608. Special Array With X Elements Greater Than or Equal X,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x,leetcode,Easy,"Binary Search,Sorting Algorithms"
1609. Even Odd Tree,https://leetcode.com/problems/even-odd-tree,leetcode,Medium,"Breadth-First Search (BFS),Tree Traversal"
1610. Maximum Number of Visible Points,https://leetcode.com/problems/maximum-number-of-visible-points,leetcode,Hard,"Sliding Window,Sorting Algorithms"
1611. Minimum One Bit Operations to Make Integers Zero,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero,leetcode,Hard,"Dynamic Programming,Bit Manipulation"
1612. Check If Two Expression Trees are Equivalent,https://leetcode.com/problems/check-if-two-expression-trees-are-equivalent,leetcode,Medium,Hash Table/Hash Map
1613. Find the Missing IDs,https://leetcode.com/problems/find-the-missing-ids,leetcode,Medium,Hash Table/Hash Map
1614. Maximum Nesting Depth of the Parentheses,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses,leetcode,Easy,"Stack,String Manipulation"
1615. Maximal Network Rank,https://leetcode.com/problems/maximal-network-rank,leetcode,Medium,Graph Traversal
1616. Split Two Strings to Make Palindrome,https://leetcode.com/problems/split-two-strings-to-make-palindrome,leetcode,Medium,"Two Pointers,Palindrome Patterns,String Manipulation"
1617. Count Subtrees With Max Distance Between Cities,https://leetcode.com/problems/count-subtrees-with-max-distance-between-cities,leetcode,Hard,"Dynamic Programming,Bit Manipulation"
1618. Maximum Font to Fit a Sentence in a Screen,https://leetcode.com/problems/maximum-font-to-fit-a-sentence-in-a-screen,leetcode,Medium,Hash Table/Hash Map
1619. Mean of Array After Removing Some Elements,https://leetcode.com/problems/mean-of-array-after-removing-some-elements,leetcode,Easy,Sorting Algorithms
1620. Coordinate With Maximum Network Quality,https://leetcode.com/problems/coordinate-with-maximum-network-quality,leetcode,Medium,Two Pointers
1621. Number of Sets of K Non-Overlapping Line Segments,https://leetcode.com/problems/number-of-sets-of-k-non-overlapping-line-segments,leetcode,Medium,Dynamic Programming
1622. Fancy Sequence,https://leetcode.com/problems/fancy-sequence,leetcode,Hard,Segment Tree
1623. All Valid Triplets That Can Represent a Country,https://leetcode.com/problems/all-valid-triplets-that-can-represent-a-country,leetcode,Easy,Hash Table/Hash Map
1624. Largest Substring Between Two Equal Characters,https://leetcode.com/problems/largest-substring-between-two-equal-characters,leetcode,Easy,"Hash Table/Hash Map,String Manipulation"
1625. Lexicographically Smallest String After Applying Operations,https://leetcode.com/problems/lexicographically-smallest-string-after-applying-operations,leetcode,Medium,"Breadth-First Search (BFS),String Manipulation"
1626. Best Team With No Conflicts,https://leetcode.com/problems/best-team-with-no-conflicts,leetcode,Medium,"Dynamic Programming,Sorting Algorithms"
1627. Graph Connectivity With Threshold,https://leetcode.com/problems/graph-connectivity-with-threshold,leetcode,Hard,Union Find (Disjoint Set)
1628. Design an Expression Tree With Evaluate Function,https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function,leetcode,Medium,Hash Table/Hash Map
1629. Slowest Key,https://leetcode.com/problems/slowest-key,leetcode,Easy,String Manipulation
1630. Arithmetic Subarrays,https://leetcode.com/problems/arithmetic-subarrays,leetcode,Medium,Sorting Algorithms
1631. Path With Minimum Effort,https://leetcode.com/problems/path-with-minimum-effort,leetcode,Medium,"Depth-First Search (DFS),Breadth-First Search (BFS),Binary Search,Heap/Priority Queue,Queue,Union Find (Disjoint Set),Matrix Traversal"
1632. Rank Transform of a Matrix,https://leetcode.com/problems/rank-transform-of-a-matrix,leetcode,Hard,"Graph Traversal,Union Find (Disjoint Set),Topological Sort,Matrix Traversal,Sorting Algorithms"
1633. Percentage of Users Attended a Contest,https://leetcode.com/problems/percentage-of-users-attended-a-contest,leetcode,Easy,Hash Table/Hash Map
1634. Add Two Polynomials Represented as Linked Lists,https://leetcode.com/problems/add-two-polynomials-represented-as-linked-lists,leetcode,Medium,Hash Table/Hash Map
1635. Hopper Company Queries I,https://leetcode.com/problems/hopper-company-queries-i,leetcode,Hard,Hash Table/Hash Map
1636. Sort Array by Increasing Frequency,https://leetcode.com/problems/sort-array-by-increasing-frequency,leetcode,Easy,"Hash Table/Hash Map,Sorting Algorithms"
1637. Widest Vertical Area Between Two Points Containing No Points,https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points,leetcode,Medium,Sorting Algorithms
1638. Count Substrings That Differ by One Character,https://leetcode.com/problems/count-substrings-that-differ-by-one-character,leetcode,Medium,"Dynamic Programming,Hash Table/Hash Map"
1639. Number of Ways to Form a Target String Given a Dictionary,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary,leetcode,Hard,Dynamic Programming
1640. Check Array Formation Through Concatenation,https://leetcode.com/problems/check-array-formation-through-concatenation,leetcode,Easy,Hash Table/Hash Map
1641. Count Sorted Vowel Strings,https://leetcode.com/problems/count-sorted-vowel-strings,leetcode,Medium,Dynamic Programming
1642. Furthest Building You Can Reach,https://leetcode.com/problems/furthest-building-you-can-reach,leetcode,Medium,"Greedy,Heap/Priority Queue,Queue"
1643. Kth Smallest Instructions,https://leetcode.com/problems/kth-smallest-instructions,leetcode,Hard,Dynamic Programming
1644. Lowest Common Ancestor of a Binary Tree II,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii,leetcode,Medium,Hash Table/Hash Map
1645. Hopper Company Queries II,https://leetcode.com/problems/hopper-company-queries-ii,leetcode,Hard,Hash Table/Hash Map
1646. Get Maximum in Generated Array,https://leetcode.com/problems/get-maximum-in-generated-array,leetcode,Easy,Dynamic Programming
1647. Minimum Deletions to Make Character Frequencies Unique,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique,leetcode,Medium,"Greedy,Hash Table/Hash Map,String Manipulation,Sorting Algorithms"
1648. Sell Diminishing-Valued Colored Balls,https://leetcode.com/problems/sell-diminishing-valued-colored-balls,leetcode,Medium,"Binary Search,Greedy,Heap/Priority Queue,Queue,Sorting Algorithms"
1649. Create Sorted Array through Instructions,https://leetcode.com/problems/create-sorted-array-through-instructions,leetcode,Hard,"Binary Search,Divide and Conquer,Tree Traversal,Segment Tree,Intervals/Merge Intervals"
1650. Lowest Common Ancestor of a Binary Tree III,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii,leetcode,Medium,Hash Table/Hash Map
1651. Hopper Company Queries III,https://leetcode.com/problems/hopper-company-queries-iii,leetcode,Hard,Hash Table/Hash Map
1652. Defuse the Bomb,https://leetcode.com/problems/defuse-the-bomb,leetcode,Easy,Two Pointers
1653. Minimum Deletions to Make String Balanced,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced,leetcode,Medium,"Dynamic Programming,Stack"
1654. Minimum Jumps to Reach Home,https://leetcode.com/problems/minimum-jumps-to-reach-home,leetcode,Medium,"Breadth-First Search (BFS),Dynamic Programming"
1655. Distribute Repeating Integers,https://leetcode.com/problems/distribute-repeating-integers,leetcode,Hard,"Dynamic Programming,Backtracking,Bit Manipulation"
1656. Design an Ordered Stream,https://leetcode.com/problems/design-an-ordered-stream,leetcode,Easy,Hash Table/Hash Map
1657. Determine if Two Strings Are Close,https://leetcode.com/problems/determine-if-two-strings-are-close,leetcode,Medium,"Hash Table/Hash Map,String Manipulation,Sorting Algorithms"
1658. Minimum Operations to Reduce X to Zero,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero,leetcode,Medium,"Sliding Window,Binary Search,Hash Table/Hash Map"
1659. Maximize Grid Happiness,https://leetcode.com/problems/maximize-grid-happiness,leetcode,Hard,"Dynamic Programming,Bit Manipulation"
1660. Correct a Binary Tree,https://leetcode.com/problems/correct-a-binary-tree,leetcode,Medium,Hash Table/Hash Map
1661. Average Time of Process per Machine,https://leetcode.com/problems/average-time-of-process-per-machine,leetcode,Easy,Hash Table/Hash Map
1662. Check If Two String Arrays are Equivalent,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent,leetcode,Easy,String Manipulation
1663. Smallest String With A Given Numeric Value,https://leetcode.com/problems/smallest-string-with-a-given-numeric-value,leetcode,Medium,"Greedy,String Manipulation"
1664. Ways to Make a Fair Array,https://leetcode.com/problems/ways-to-make-a-fair-array,leetcode,Medium,Dynamic Programming
1665. Minimum Initial Energy to Finish Tasks,https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks,leetcode,Hard,"Greedy,Sorting Algorithms"
1666. Change the Root of a Binary Tree,https://leetcode.com/problems/change-the-root-of-a-binary-tree,leetcode,Medium,Hash Table/Hash Map
1667. Fix Names in a Table,https://leetcode.com/problems/fix-names-in-a-table,leetcode,Easy,Hash Table/Hash Map
1668. Maximum Repeating Substring,https://leetcode.com/problems/maximum-repeating-substring,leetcode,Easy,String Manipulation
1669. Merge In Between Linked Lists,https://leetcode.com/problems/merge-in-between-linked-lists,leetcode,Medium,Linked List Manipulation
1670. Design Front Middle Back Queue,https://leetcode.com/problems/design-front-middle-back-queue,leetcode,Medium,"Queue,Linked List Manipulation"
1671. Minimum Number of Removals to Make Mountain Array,https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array,leetcode,Hard,"Dynamic Programming,Binary Search,Greedy"
1672. Richest Customer Wealth,https://leetcode.com/problems/richest-customer-wealth,leetcode,Easy,Matrix Traversal
1673. Find the Most Competitive Subsequence,https://leetcode.com/problems/find-the-most-competitive-subsequence,leetcode,Medium,"Greedy,Stack,Monotonic Stack"
1674. Minimum Moves to Make Array Complementary,https://leetcode.com/problems/minimum-moves-to-make-array-complementary,leetcode,Medium,Hash Table/Hash Map
1675. Minimize Deviation in Array,https://leetcode.com/problems/minimize-deviation-in-array,leetcode,Hard,"Greedy,Heap/Priority Queue,Queue"
1676. Lowest Common Ancestor of a Binary Tree IV,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iv,leetcode,Medium,Hash Table/Hash Map
1677. Product's Worth Over Invoices,https://leetcode.com/problems/products-worth-over-invoices,leetcode,Easy,Hash Table/Hash Map
1678. Goal Parser Interpretation,https://leetcode.com/problems/goal-parser-interpretation,leetcode,Easy,String Manipulation
1679. Max Number of K-Sum Pairs,https://leetcode.com/problems/max-number-of-k-sum-pairs,leetcode,Medium,"Two Pointers,Hash Table/Hash Map,Sorting Algorithms"
1680. Concatenation of Consecutive Binary Numbers,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers,leetcode,Medium,Bit Manipulation
1681. Minimum Incompatibility,https://leetcode.com/problems/minimum-incompatibility,leetcode,Hard,"Dynamic Programming,Bit Manipulation"
1682. Longest Palindromic Subsequence II,https://leetcode.com/problems/longest-palindromic-subsequence-ii,leetcode,Medium,Hash Table/Hash Map
1683. Invalid Tweets,https://leetcode.com/problems/invalid-tweets,leetcode,Easy,Hash Table/Hash Map
1684. Count the Number of Consistent Strings,https://leetcode.com/problems/count-the-number-of-consistent-strings,leetcode,Easy,"Bit Manipulation,Hash Table/Hash Map,String Manipulation"
1685. Sum of Absolute Differences in a Sorted Array,https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array,leetcode,Medium,Math and Geometry
1686. Stone Game VI,https://leetcode.com/problems/stone-game-vi,leetcode,Medium,"Greedy,Heap/Priority Queue,Queue,Sorting Algorithms"
1687. Delivering Boxes from Storage to Ports,https://leetcode.com/problems/delivering-boxes-from-storage-to-ports,leetcode,Hard,"Dynamic Programming,Heap/Priority Queue,Queue,Segment Tree,Monotonic Queue"
1688. Count of Matches in Tournament,https://leetcode.com/problems/count-of-matches-in-tournament,leetcode,Easy,Math and Geometry
1689. Partitioning Into Minimum Number Of Deci-Binary Numbers,https://leetcode.com/problems/partitioning-into-minimum-number-of-deci-binary-numbers,leetcode,Medium,"Greedy,String Manipulation"
1690. Stone Game VII,https://leetcode.com/problems/stone-game-vii,leetcode,Medium,Dynamic Programming
1691. Maximum Height by Stacking Cuboids ,https://leetcode.com/problems/maximum-height-by-stacking-cuboids,leetcode,Hard,"Dynamic Programming,Sorting Algorithms"
1692. Count Ways to Distribute Candies,https://leetcode.com/problems/count-ways-to-distribute-candies,leetcode,Hard,Hash Table/Hash Map
1693. Daily Leads and Partners,https://leetcode.com/problems/daily-leads-and-partners,leetcode,Easy,Hash Table/Hash Map
1694. Reformat Phone Number,https://leetcode.com/problems/reformat-phone-number,leetcode,Easy,String Manipulation
1695. Maximum Erasure Value,https://leetcode.com/problems/maximum-erasure-value,leetcode,Medium,"Sliding Window,Hash Table/Hash Map"
1696. Jump Game VI,https://leetcode.com/problems/jump-game-vi,leetcode,Medium,"Dynamic Programming,Heap/Priority Queue,Queue,Monotonic Queue"
1697. Checking Existence of Edge Length Limited Paths,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths,leetcode,Hard,"Two Pointers,Graph Traversal,Union Find (Disjoint Set),Sorting Algorithms"
1698. Number of Distinct Substrings in a String,https://leetcode.com/problems/number-of-distinct-substrings-in-a-string,leetcode,Medium,Hash Table/Hash Map
1699. Number of Calls Between Two Persons,https://leetcode.com/problems/number-of-calls-between-two-persons,leetcode,Medium,Hash Table/Hash Map
1700. Number of Students Unable to Eat Lunch,https://leetcode.com/problems/number-of-students-unable-to-eat-lunch,leetcode,Easy,"Stack,Queue"
1701. Average Waiting Time,https://leetcode.com/problems/average-waiting-time,leetcode,Medium,Two Pointers
1702. Maximum Binary String After Change,https://leetcode.com/problems/maximum-binary-string-after-change,leetcode,Medium,"Greedy,String Manipulation"
1703. Minimum Adjacent Swaps for K Consecutive Ones,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones,leetcode,Hard,"Sliding Window,Greedy"
1704. Determine if String Halves Are Alike,https://leetcode.com/problems/determine-if-string-halves-are-alike,leetcode,Easy,String Manipulation
1705. Maximum Number of Eaten Apples,https://leetcode.com/problems/maximum-number-of-eaten-apples,leetcode,Medium,"Greedy,Heap/Priority Queue,Queue"
1706. Where Will the Ball Fall,https://leetcode.com/problems/where-will-the-ball-fall,leetcode,Medium,"Depth-First Search (DFS),Dynamic Programming,Matrix Traversal"
1707. Maximum XOR With an Element From Array,https://leetcode.com/problems/maximum-xor-with-an-element-from-array,leetcode,Hard,"Trie,Bit Manipulation"
1708. Largest Subarray Length K,https://leetcode.com/problems/largest-subarray-length-k,leetcode,Easy,Hash Table/Hash Map
1709. Biggest Window Between Visits,https://leetcode.com/problems/biggest-window-between-visits,leetcode,Medium,Hash Table/Hash Map
1710. Maximum Units on a Truck,https://leetcode.com/problems/maximum-units-on-a-truck,leetcode,Easy,"Greedy,Sorting Algorithms"
1711. Count Good Meals,https://leetcode.com/problems/count-good-meals,leetcode,Medium,Hash Table/Hash Map
1712. Ways to Split Array Into Three Subarrays,https://leetcode.com/problems/ways-to-split-array-into-three-subarrays,leetcode,Medium,"Two Pointers,Binary Search"
1713. Minimum Operations to Make a Subsequence,https://leetcode.com/problems/minimum-operations-to-make-a-subsequence,leetcode,Hard,"Binary Search,Greedy,Hash Table/Hash Map"
1714. Sum Of Special Evenly-Spaced Elements In Array,https://leetcode.com/problems/sum-of-special-evenly-spaced-elements-in-array,leetcode,Hard,Hash Table/Hash Map
1715. Count Apples and Oranges,https://leetcode.com/problems/count-apples-and-oranges,leetcode,Medium,Hash Table/Hash Map
1716. Calculate Money in Leetcode Bank,https://leetcode.com/problems/calculate-money-in-leetcode-bank,leetcode,Easy,Math and Geometry
1717. Maximum Score From Removing Substrings,https://leetcode.com/problems/maximum-score-from-removing-substrings,leetcode,Medium,"Greedy,Stack,String Manipulation"
1718. Construct the Lexicographically Largest Valid Sequence,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence,leetcode,Medium,Backtracking
1719. Number Of Ways To Reconstruct A Tree,https://leetcode.com/problems/number-of-ways-to-reconstruct-a-tree,leetcode,Hard,Graph Traversal
1720. Decode XORed Array,https://leetcode.com/problems/decode-xored-array,leetcode,Easy,Bit Manipulation
1721. Swapping Nodes in a Linked List,https://leetcode.com/problems/swapping-nodes-in-a-linked-list,leetcode,Medium,"Two Pointers,Linked List Manipulation"
1722. Minimize Hamming Distance After Swap Operations,https://leetcode.com/problems/minimize-hamming-distance-after-swap-operations,leetcode,Medium,"Depth-First Search (DFS),Union Find (Disjoint Set)"
1723. Find Minimum Time to Finish All Jobs,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs,leetcode,Hard,"Dynamic Programming,Backtracking,Bit Manipulation"
1724. Checking Existence of Edge Length Limited Paths II,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths-ii,leetcode,Hard,Hash Table/Hash Map
1725. Number Of Rectangles That Can Form The Largest Square,https://leetcode.com/problems/number-of-rectangles-that-can-form-the-largest-square,leetcode,Easy,Two Pointers
1726. Tuple with Same Product,https://leetcode.com/problems/tuple-with-same-product,leetcode,Medium,Hash Table/Hash Map
1727. Largest Submatrix With Rearrangements,https://leetcode.com/problems/largest-submatrix-with-rearrangements,leetcode,Medium,"Greedy,Matrix Traversal,Sorting Algorithms"
1728. Cat and Mouse II,https://leetcode.com/problems/cat-and-mouse-ii,leetcode,Hard,"Dynamic Programming,Graph Traversal,Topological Sort,Matrix Traversal"
1729. Find Followers Count,https://leetcode.com/problems/find-followers-count,leetcode,Easy,Hash Table/Hash Map
1730. Shortest Path to Get Food,https://leetcode.com/problems/shortest-path-to-get-food,leetcode,Medium,Hash Table/Hash Map
1731. The Number of Employees Which Report to Each Employee,https://leetcode.com/problems/the-number-of-employees-which-report-to-each-employee,leetcode,Easy,Hash Table/Hash Map
1732. Find the Highest Altitude,https://leetcode.com/problems/find-the-highest-altitude,leetcode,Easy,Two Pointers
1733. Minimum Number of People to Teach,https://leetcode.com/problems/minimum-number-of-people-to-teach,leetcode,Medium,Greedy
1734. Decode XORed Permutation,https://leetcode.com/problems/decode-xored-permutation,leetcode,Medium,Bit Manipulation
1735. Count Ways to Make Array With Product,https://leetcode.com/problems/count-ways-to-make-array-with-product,leetcode,Hard,Dynamic Programming
1736. Latest Time by Replacing Hidden Digits,https://leetcode.com/problems/latest-time-by-replacing-hidden-digits,leetcode,Easy,"Greedy,String Manipulation"
1737. Change Minimum Characters to Satisfy One of Three Conditions,https://leetcode.com/problems/change-minimum-characters-to-satisfy-one-of-three-conditions,leetcode,Medium,"Hash Table/Hash Map,String Manipulation"
1738. Find Kth Largest XOR Coordinate Value,https://leetcode.com/problems/find-kth-largest-xor-coordinate-value,leetcode,Medium,"Heap/Priority Queue,Bit Manipulation,Divide and Conquer,Queue,Matrix Traversal"
1739. Building Boxes,https://leetcode.com/problems/building-boxes,leetcode,Hard,"Binary Search,Greedy"
1740. Find Distance in a Binary Tree,https://leetcode.com/problems/find-distance-in-a-binary-tree,leetcode,Medium,Hash Table/Hash Map
1741. Find Total Time Spent by Each Employee,https://leetcode.com/problems/find-total-time-spent-by-each-employee,leetcode,Easy,Hash Table/Hash Map
1742. Maximum Number of Balls in a Box,https://leetcode.com/problems/maximum-number-of-balls-in-a-box,leetcode,Easy,"Hash Table/Hash Map,Math and Geometry"
1743. Restore the Array From Adjacent Pairs,https://leetcode.com/problems/restore-the-array-from-adjacent-pairs,leetcode,Medium,Hash Table/Hash Map
1744. Can You Eat Your Favorite Candy on Your Favorite Day?,https://leetcode.com/problems/can-you-eat-your-favorite-candy-on-your-favorite-day,leetcode,Medium,Two Pointers
1745. Palindrome Partitioning IV,https://leetcode.com/problems/palindrome-partitioning-iv,leetcode,Hard,"Dynamic Programming,Palindrome Patterns"
1746. Maximum Subarray Sum After One Operation,https://leetcode.com/problems/maximum-subarray-sum-after-one-operation,leetcode,Medium,Hash Table/Hash Map
1747. Leetflex Banned Accounts,https://leetcode.com/problems/leetflex-banned-accounts,leetcode,Medium,Hash Table/Hash Map
1748. Sum of Unique Elements,https://leetcode.com/problems/sum-of-unique-elements,leetcode,Easy,Hash Table/Hash Map
1749. Maximum Absolute Sum of Any Subarray,https://leetcode.com/problems/maximum-absolute-sum-of-any-subarray,leetcode,Medium,Dynamic Programming
1750. Minimum Length of String After Deleting Similar Ends,https://leetcode.com/problems/minimum-length-of-string-after-deleting-similar-ends,leetcode,Medium,"Two Pointers,String Manipulation"
1751. Maximum Number of Events That Can Be Attended II,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii,leetcode,Hard,"Dynamic Programming,Binary Search,Sorting Algorithms"
1752. Check if Array Is Sorted and Rotated,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated,leetcode,Easy,Two Pointers
1753. Maximum Score From Removing Stones,https://leetcode.com/problems/maximum-score-from-removing-stones,leetcode,Medium,"Greedy,Heap/Priority Queue,Queue"
1754. Largest Merge Of Two Strings,https://leetcode.com/problems/largest-merge-of-two-strings,leetcode,Medium,"Two Pointers,Greedy,String Manipulation"
1755. Closest Subsequence Sum,https://leetcode.com/problems/closest-subsequence-sum,leetcode,Hard,"Dynamic Programming,Two Pointers,Bit Manipulation"
1756. Design Most Recently Used Queue,https://leetcode.com/problems/design-most-recently-used-queue,leetcode,Medium,Hash Table/Hash Map
1757. Recyclable and Low Fat Products,https://leetcode.com/problems/recyclable-and-low-fat-products,leetcode,Easy,Hash Table/Hash Map
1758. Minimum Changes To Make Alternating Binary String,https://leetcode.com/problems/minimum-changes-to-make-alternating-binary-string,leetcode,Easy,String Manipulation
1759. Count Number of Homogenous Substrings,https://leetcode.com/problems/count-number-of-homogenous-substrings,leetcode,Medium,"String Manipulation,Math and Geometry"
1760. Minimum Limit of Balls in a Bag,https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag,leetcode,Medium,Binary Search
1761. Minimum Degree of a Connected Trio in a Graph,https://leetcode.com/problems/minimum-degree-of-a-connected-trio-in-a-graph,leetcode,Hard,Graph Traversal
1762. Buildings With an Ocean View,https://leetcode.com/problems/buildings-with-an-ocean-view,leetcode,Medium,Hash Table/Hash Map
1763. Longest Nice Substring,https://leetcode.com/problems/longest-nice-substring,leetcode,Easy,"Sliding Window,Bit Manipulation,Divide and Conquer,Hash Table/Hash Map"
1764. Form Array by Concatenating Subarrays of Another Array,https://leetcode.com/problems/form-array-by-concatenating-subarrays-of-another-array,leetcode,Medium,"Greedy,String Manipulation"
1765. Map of Highest Peak,https://leetcode.com/problems/map-of-highest-peak,leetcode,Medium,"Breadth-First Search (BFS),Matrix Traversal"
1766. Tree of Coprimes,https://leetcode.com/problems/tree-of-coprimes,leetcode,Hard,"Depth-First Search (DFS),Breadth-First Search (BFS),Math and Geometry"
1767. Find the Subtasks That Did Not Execute,https://leetcode.com/problems/find-the-subtasks-that-did-not-execute,leetcode,Hard,Hash Table/Hash Map
1768. Merge Strings Alternately,https://leetcode.com/problems/merge-strings-alternately,leetcode,Easy,"Two Pointers,String Manipulation"
1769. Minimum Number of Operations to Move All Balls to Each Box,https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box,leetcode,Medium,String Manipulation
1770. Maximum Score from Performing Multiplication Operations,https://leetcode.com/problems/maximum-score-from-performing-multiplication-operations,leetcode,Hard,Dynamic Programming
1771. Maximize Palindrome Length From Subsequences,https://leetcode.com/problems/maximize-palindrome-length-from-subsequences,leetcode,Hard,"Dynamic Programming,Palindrome Patterns"
1772. Sort Features by Popularity,https://leetcode.com/problems/sort-features-by-popularity,leetcode,Medium,Hash Table/Hash Map
1773. Count Items Matching a Rule,https://leetcode.com/problems/count-items-matching-a-rule,leetcode,Easy,String Manipulation
1774. Closest Dessert Cost,https://leetcode.com/problems/closest-dessert-cost,leetcode,Medium,"Dynamic Programming,Backtracking"
1775. Equal Sum Arrays With Minimum Number of Operations,https://leetcode.com/problems/equal-sum-arrays-with-minimum-number-of-operations,leetcode,Medium,"Greedy,Hash Table/Hash Map"
1776. Car Fleet II,https://leetcode.com/problems/car-fleet-ii,leetcode,Hard,"Heap/Priority Queue,Stack,Queue,Monotonic Stack"
1777. Product's Price for Each Store,https://leetcode.com/problems/products-price-for-each-store,leetcode,Easy,Hash Table/Hash Map
1778. Shortest Path in a Hidden Grid,https://leetcode.com/problems/shortest-path-in-a-hidden-grid,leetcode,Medium,Hash Table/Hash Map
1779. Find Nearest Point That Has the Same X or Y Coordinate,https://leetcode.com/problems/find-nearest-point-that-has-the-same-x-or-y-coordinate,leetcode,Easy,Two Pointers
1780. Check if Number is a Sum of Powers of Three,https://leetcode.com/problems/check-if-number-is-a-sum-of-powers-of-three,leetcode,Medium,Math and Geometry
